conversation_id,conversation
95,"{
  ""conversation"": [
    {
      ""user"": ""Hi!"",
      ""agent"": ""Hello! Kaise hain aap? Kya main aapka naam jaan sakta hoon?""
    },
    {
      ""user"": ""Mera naam Ayesha hai."",
      ""agent"": ""Ayesha ji, aapse milkar khushi hui. Aapko kis tarah ki filmein dekhne ka mann hai?""
    },
    {
      ""user"": ""Mujhe fun aur light-hearted filmein dekhna pasand hai.""
    },
    {
      ""agent"": ""'Chennai Express' aapke liye ek perfect choice hai. Yeh film comedy, action, aur romance ka zabardast mix hai.""
    },
    {
      ""user"": ""Yeh film kaisi hai?"",
      ""agent"": ""'Chennai Express' Shah Rukh Khan aur Deepika Padukone ki fun-filled adventure story hai. Isme South Indian culture ke elements bhi hain jo film ko aur bhi interesting banate hain.""
    },
    {
      ""user"": ""Sounds like a fun watch. I'll check it out."",
      ""agent"": ""Aapko yeh film zaroor pasand aayegi, Ayesha ji. Enjoy the ride!""
    }
  ],
  ""movies"": [""Chennai Express""]
}
"
96,"{
  ""conversation"": [
    {
      ""user"": ""Hello!"",
      ""agent"": ""Hello! Aap kaise hain? Aapka naam kya hai?""
    },
    {
      ""user"": ""Mera naam Vivek hai."",
      ""agent"": ""Vivek ji, aapse milkar khushi hui. Aap aaj kal kis type ki filmein dekhne ka mann hai?""
    },
    {
      ""user"": ""Mujhe high-octane action films pasand hain.""
    },
    {
      ""agent"": ""'War' dekh kar dekhiye. Yeh ek high-octane action thriller hai jisme Hrithik Roshan aur Tiger Shroff ke behtareen action sequences hain.""
    },
    {
      ""user"": ""Yeh film kaisi hai?"",
      ""agent"": ""'War' ek intense action-packed film hai jisme betrayal, suspense, aur mind-blowing stunts ka zabardast combination hai. Hrithik aur Tiger ki jodi aapko zaroor impress karegi.""
    },
    {
      ""user"": ""Sounds thrilling! I'll watch it."",
      ""agent"": ""Aapko yeh film zaroor pasand aayegi, Vivek ji. Enjoy the action!""
    }
  ],
  ""movies"": [""War""]
}
"
97,"{
  ""conversation"": [
    {
      ""user"": ""Hello!"",
      ""agent"": ""Hello! Aap kaise hain? Aapka naam jaan sakta hoon?""
    },
    {
      ""user"": ""Mera naam Karan hai."",
      ""agent"": ""Karan ji, aapse milkar khushi hui. Aap aaj kal kis type ki filmein dekhna pasand karenge?""
    },
    {
      ""user"": ""Mujhe light-hearted aur youth-centric filmein dekhna pasand hai.""
    },
    {
      ""agent"": ""'Student of the Year 2' dekh kar dekhiye. Yeh ek fun and youthful film hai jisme campus life aur competitions ko dikhaya gaya hai.""
    },
    {
      ""user"": ""Yeh film kaisi hai?"",
      ""agent"": ""'Student of the Year 2' ek campus drama hai jisme romance, competition, aur youthful energy ka zabardast combination hai. Tiger Shroff aur Ananya Pandey ne lead roles mein shandar performances di hain.""
    },
    {
      ""user"": ""Sounds fun! I'll watch it."",
      ""agent"": ""Aapko yeh film zaroor pasand aayegi, Karan ji. Enjoy the campus vibes!""
    }
  ],
  ""movies"": [""Student of the Year 2""]
}
"
98,"{
  ""conversation"": [
    {
      ""user"": ""Hi!"",
      ""agent"": ""Hello! Aap kaise hain? Kya main aapka naam jaan sakta hoon?""
    },
    {
      ""user"": ""Mera naam Meera hai."",
      ""agent"": ""Meera ji, aapse milkar khushi hui. Aapko kis tarah ki filmein dekhne ka mann hai?""
    },
    {
      ""user"": ""Mujhe emotionally intense aur period drama type ki filmein pasand hain.""
    },
    {
      ""agent"": ""'Qala' ek behtareen choice hogi aapke liye. Yeh film ek intense period drama hai jisme emotions ka zabardast portrayal hai.""
    },
    {
      ""user"": ""Yeh film kaisi hai?"",
      ""agent"": ""'Qala' ek deep emotional drama hai jo 1940s ke music industry ke backdrop par set hai. Tripti Dimri ki performance isme lajawab hai.""
    },
    {
      ""user"": ""Sounds intriguing. I'll watch it."",
      ""agent"": ""Aapko yeh film zaroor pasand aayegi, Meera ji. Enjoy the emotional journey!""
    }
  ],
  ""movies"": [""Qala""]
}
"
99,"{
  ""conversation"": [
    {
      ""user"": ""Hello!"",
      ""agent"": ""Hello! Kaise hain aap? Aapka naam kya hai?""
    },
    {
      ""user"": ""Mera naam Rohit hai."",
      ""agent"": ""Rohit ji, aapse milkar khushi hui. Aapko kis tarah ki filmein dekhne ka mann hai?""
    },
    {
      ""user"": ""Mujhe crime dramas aur mystery pasand hain.""
    },
    {
      ""agent"": ""'Talvar' ek gripping crime drama hai jo real-life incident par based hai. Isme mystery aur investigation ka zabardast blend hai.""
    },
    {
      ""user"": ""Yeh film kaisi hai?"",
      ""agent"": ""'Talvar' ek real-life murder case par based film hai. Isme Irrfan Khan ne ek investigating officer ka role play kiya hai jo aapko zaroor impress karega.""
    },
    {
      ""user"": ""Sounds intense. I'll watch it."",
      ""agent"": ""Aapko yeh film zaroor pasand aayegi, Rohit ji. Enjoy the mystery!""
    }
  ],
  ""movies"": [""Talvar""]
}
"
100,"{
  ""conversation"": [
    {
      ""user"": ""Hello!"",
      ""agent"": ""Hello! Aap kaise hain? Aapka naam jaan sakta hoon?""
    },
    {
      ""user"": ""Mera naam Ankit hai."",
      ""agent"": ""Ankit ji, aapse milkar khushi hui. Aapko kis tarah ki filmein dekhna pasand hai?""
    },
    {
      ""user"": ""Mujhe light-hearted comedy films pasand hain.""
    },
    {
      ""agent"": ""'Fukrey 3' ek perfect comedy entertainer hai. Agar aapko fun aur quirky characters pasand hain, to yeh film aapke liye hai.""
    },
    {
      ""user"": ""Yeh film kaisi hai?"",
      ""agent"": ""'Fukrey 3' hilarious comedy situations aur quirky characters ka combination hai. Isme Fukrey gang apne naye adventure par hai jo aapko hasne par majboor kar dega.""
    },
    {
      ""user"": ""Sounds fun! I'll watch it."",
      ""agent"": ""Aapko yeh film zaroor pasand aayegi, Ankit ji. Enjoy the comedy!""
    }
  ],
  ""movies"": [""Fukrey 3""]
}
"
101,"{
  ""conversation"": [
    {
      ""user"": ""Hi!"",
      ""agent"": ""Hello! Kaise hain aap? Aapka naam jaan sakta hoon?""
    },
    {
      ""user"": ""Mera naam Pooja hai."",
      ""agent"": ""Pooja ji, aapse milkar khushi hui. Aap aaj kal kis type ki filmein dekhne ka mann bana rahi hain?""
    },
    {
      ""user"": ""Mujhe thrillers aur suspenseful stories pasand hain.""
    },
    {
      ""agent"": ""'Dangerous' ek gripping thriller hai jo aapko suspense ke saath edge-of-the-seat experience dega.""
    },
    {
      ""user"": ""Yeh film kaisi hai?"",
      ""agent"": ""'Dangerous' ek psychological thriller hai jisme twists aur turns ka zabardast combination hai. Isme suspense ka element last tak bana rahega.""
    },
    {
      ""user"": ""Sounds intense. I'll watch it."",
      ""agent"": ""Aapko yeh film zaroor pasand aayegi, Pooja ji. Enjoy the thriller!""
    }
  ],
  ""movies"": [""Dangerous""]
}
"
102,"{
  ""conversation"": [
    {
      ""user"": ""Hello!"",
      ""agent"": ""Hello! Kaise hain aap? Aapka naam kya hai?""
    },
    {
      ""user"": ""Mera naam Kunal hai."",
      ""agent"": ""Kunal ji, aapse milkar khushi hui. Aap aaj kal kis tarah ki filmein dekhna pasand karenge?""
    },
    {
      ""user"": ""Mujhe action-packed aur entertaining filmein pasand hain.""
    },
    {
      ""agent"": ""'Bang Bang' dekh kar dekhiye. Yeh ek high-octane action entertainer hai jisme Hrithik Roshan aur Katrina Kaif ne shandar performances di hain.""
    },
    {
      ""user"": ""Yeh film kaisi hai?"",
      ""agent"": ""'Bang Bang' ek action-packed film hai jisme international level ke stunts aur exotic locations hain. Hrithik aur Katrina ki chemistry bhi isme lajawab hai.""
    },
    {
      ""user"": ""Sounds exciting. I'll watch it."",
      ""agent"": ""Aapko yeh film zaroor pasand aayegi, Kunal ji. Enjoy the action!""
    }
  ],
  ""movies"": [""Bang Bang""]
}
"
103,"{
  ""conversation"": [
    {
      ""user"": ""Hi!"",
      ""agent"": ""Hello! Aap kaise hain? Aapka naam kya hai?""
    },
    {
      ""user"": ""Mera naam Vikram hai."",
      ""agent"": ""Vikram ji, aapse milkar khushi hui. Aap aaj kal kis type ki filmein dekhne ka mann bana rahe hain?""
    },
    {
      ""user"": ""Mujhe historical aur thought-provoking films pasand hain.""
    },
    {
      ""agent"": ""'Hey Ram' ek powerful historical drama hai jo India ke independence ke time par based hai. Yeh film deeply thought-provoking hai.""
    },
    {
      ""user"": ""Yeh film kaisi hai?"",
      ""agent"": ""'Hey Ram' Kamal Haasan ki ek bold aur controversial film hai jo partition aur communalism ke sensitive issues ko address karti hai. Iski narrative style aur performances aapko zaroor engage karengi.""
    },
    {
      ""user"": ""Sounds intense. I'll watch it."",
      ""agent"": ""Aapko yeh film zaroor pasand aayegi, Vikram ji. Enjoy the historical drama!""
    }
  ],
  ""movies"": [""Hey Ram""]
}
"
104,"{
  ""conversation"": [
    {
      ""user"": ""Hello!"",
      ""agent"": ""Hello! Kaise hain aap? Aapka naam kya hai?""
    },
    {
      ""user"": ""Mera naam Ritu hai."",
      ""agent"": ""Ritu ji, aapse milkar khushi hui. Aapko kis type ki filmein dekhna pasand hai?""
    },
    {
      ""user"": ""Mujhe sports dramas aur inspirational films pasand hain."",
      ""agent"": ""'83' aapke liye ek acchi choice hai. Yeh film ek inspirational sports drama hai.""
    },
    {
      ""user"": ""Yeh film kis baare mein hai?"",
      ""agent"": ""'83' 1983 ke Cricket World Cup ki historic victory par based hai. Film mein Indian cricket team ki journey aur unki achievements ko dikhaya gaya hai.""
    },
    {
      ""user"": ""Sounds inspiring! I'll watch it."",
      ""agent"": ""Aapko yeh film zaroor pasand aayegi, Ritu ji. Enjoy the inspirational sports drama!""
    }
  ],
  ""movies"": [""83""]
}
"
105,"{
  ""conversation"": [
    {
      ""user"": ""Hi!"",
      ""agent"": ""Hello! Kaise hain aap? Aapka naam kya hai?""
    },
    {
      ""user"": ""Mera naam Karan hai."",
      ""agent"": ""Karan ji, aapse milkar khushi hui. Aapko kis type ki filmein dekhna pasand hai?""
    },
    {
      ""user"": ""Mujhe comedy aur light-hearted films pasand hain."",
      ""agent"": ""'Selfiee' aapke liye ek acchi choice hogi. Yeh film comedy aur light-hearted moments se bhari hui hai.""
    },
    {
      ""user"": ""Yeh film kis baare mein hai?"",
      ""agent"": ""'Selfiee' ek comedy film hai jo ek humorous take ko explore karti hai. Film mein fun aur laughter ka accha dose hai.""
    },
    {
      ""user"": ""Sounds fun! I'll give it a try."",
      ""agent"": ""Aapko yeh film zaroor pasand aayegi, Karan ji. Enjoy the comedy and light moments!""
    }
  ],
  ""movies"": [""Selfiee""]
}
"
106,"{
  ""conversation"": [
    {
      ""user"": ""Hello!"",
      ""agent"": ""Hello! Kaise hain aap? Aapka naam kya hai?""
    },
    {
      ""user"": ""Mera naam Priya hai."",
      ""agent"": ""Priya ji, aapse milkar khushi hui. Aapko kis type ki filmein dekhna pasand hai?""
    },
    {
      ""user"": ""Mujhe romantic aur emotional films pasand hain."",
      ""agent"": ""'Veer-Zaara' aapke liye ek behtareen choice hai. Yeh film ek touching romance aur emotional drama hai.""
    },
    {
      ""user"": ""Yeh film kis baare mein hai?"",
      ""agent"": ""'Veer-Zaara' Shah Rukh Khan aur Preity Zinta ki lead roles mein hai. Yeh film ek love story hai jo India aur Pakistan ke beech ki boundaries ko explore karti hai.""
    },
    {
      ""user"": ""Sounds heartwarming! I'll watch it."",
      ""agent"": ""Aapko yeh film zaroor pasand aayegi, Priya ji. Enjoy the touching romance and emotional drama!""
    }
  ],
  ""movies"": [""Veer-Zaara""]
}
"
107,"{
  ""conversation"": [
    {
      ""user"": ""Hello!"",
      ""agent"": ""Hello! Kaise hain aap? Aapka naam kya hai?""
    },
    {
      ""user"": ""Mera naam Priya hai."",
      ""agent"": ""Priya ji, aapse milkar khushi hui. Aapko kis type ki filmein dekhna pasand hai?""
    },
    {
      ""user"": ""Mujhe emotional aur thought-provoking films pasand hain."",
      ""agent"": ""'Laal Singh Chaddha' aapke liye ek acchi choice ho sakti hai. Yeh ek emotional aur inspiring kahani hai jo Aamir Khan ke behtareen performance ke saath aati hai.""
    },
    {
      ""user"": ""Yeh film kis baare mein hai?"",
      ""agent"": ""'Laal Singh Chaddha' ek manav ki inspiring journey ko dikhati hai jo apni simplicity aur innocence se zindagi ke challenges ko paar karta hai. Yeh film 'Forrest Gump' ka official remake hai.""
    },
    {
      ""user"": ""Wah, yeh interesting lag rahi hai. Kuch aur recommend karenge?"",
      ""agent"": ""Agar aapko light-hearted aur entertaining films pasand hain, toh 'PK' try kariye. Aamir Khan ka unique character aur social commentary aapko zaroor pasand aayegi. Agar action aur revenge ki kahani chahiye, toh 'Ghajini' bhi ek zabardast option hai.""
    },
    {
      ""user"": ""Mujhe emotional aur thoda inspiring type ke films hi dekhni hain."",
      ""agent"": ""Toh fir 'Laal Singh Chaddha' aapko perfect lagegi. Agar aap thoda romance aur fun explore karna chahti hain toh 'Ishq' bhi ek entertaining aur sweet film hai.""
    },
    {
      ""user"": ""Laal Singh Chaddha sahi lag rahi hai, main yeh dekhungi."",
      ""agent"": ""Aapko yeh film zaroor pasand aayegi, Priya ji. Enjoy the emotional and inspiring journey!""
    }
  ],
  ""movies"": [""Laal Singh Chaddha"", ""PK"", ""Ghajini"", ""Ishq""]
}
"
108,"{
  ""conversation"": [
    {
      ""user"": ""Namaste!"",
      ""agent"": ""Namaste! Main aapki kaise madad kar sakta hoon? Aapka naam kya hai?""
    },
    {
      ""user"": ""Mera naam Rahul hai."",
      ""agent"": ""Rahul ji, aapse milkar accha laga. Aapko kis tarah ki filmein pasand hain?""
    },
    {
      ""user"": ""Mujhe romantic aur dil choo lene wali filmein pasand hain."",
      ""agent"": ""Phir 'Kabhi Khushi Kabhi Gham' ek behtareen vikalp ho sakta hai. Yeh ek sundar prem kahani hai jismein Amitabh Bachchan aur Shahrukh Khan ne adbhut abhinay kiya hai.""
    },
    {
      ""user"": ""Is film mein kya khaas hai?"",
      ""agent"": ""'Kabhi Khushi Kabhi Gham' parivaar, prem aur tyaag ki gehri bhavnaon ko dikhati hai. Iski sangeet aur kahani sabhi ko akarshit karti hai.""
    },
    {
      ""user"": ""Bahut badhiya. Dhanyavaad!"",
      ""agent"": ""Aapka swagat hai, Rahul ji. Film ka anand lein!""
    }
  ],
  ""movies"": [""Kabhi Khushi Kabhi Gham"", ""Jab We Met"", ""Yeh Jawaani Hai Deewani"", ""Dilwale""]
}"
109,"{
  ""conversation"": [
    {
      ""user"": ""Hello!"",
      ""agent"": ""Hello! Aap kaise hain? Aapka naam kya hai?""
    },
    {
      ""user"": ""Mera naam Anjali hai."",
      ""agent"": ""Anjali ji, aapse milkar khushi hui. Aap action filmon mein ruchi rakhti hain?""
    },
    {
      ""user"": ""Haan, mujhe action aur thriller filmein pasand hain."",
      ""agent"": ""Toh 'Shershaah' aapke liye ek shandaar vikalp ho sakta hai. Yeh ek tez action film hai jismein Siddharth Tundulkar ne behtareen bhumika nibhayi hai.""
    },
    {
      ""user"": ""Kya yeh film kisi kahani par aadharit hai?"",
      ""agent"": ""'Shershaah' ek prernadayak kahani hai jo ek saadharan aadmi ke sangharsh aur vijay ko dikhati hai.""
    },
    {
      ""user"": ""Sunkar accha laga, main ise dekhungi."",
      ""agent"": ""Aasha hai aapko film pasand aayegi, Anjali ji. Anand lein!""
    }
  ],
  ""movies"": [""Shershaah"", ""Baaghi"", ""Dham Dham"", ""Dhoni: The Untold Story""]
}
"
110,"{
  ""conversation"": [
    {
      ""user"": ""Hi!"",
      ""agent"": ""Hi! Kaise ho? Mujhe aapka naam bataayein.""
    },
    {
      ""user"": ""Mera naam Karan hai."",
      ""agent"": ""Karan ji, milkar accha laga. Aap kaunsi filmein dekhna pasand karte hain?""
    },
    {
      ""user"": ""Mujhe comedy filmein bahut pasand hain."",
      ""agent"": ""Phir 'Hera Pheri' aapke liye ek behtareen vikalp ho sakta hai. Yeh ek classic comedy film hai jismein Sharat Khan aur Amol Palekar ne shandaar kaam kiya hai.""
    },
    {
      ""user"": ""Is film mein kya mazedaar hai?"",
      ""agent"": ""'Hera Pheri' mein mazedaar samvaad, behtareen timing aur manoranjak paristhitiyan hain jo aapko hansate-hansate lotpot kar dengi.""
    },
    {
      ""user"": ""Dhanyavaad, main ise dekhoonga."",
      ""agent"": ""Aapka swagat hai, Karan ji. Comedy ka anand lein!""
    }
  ],
  ""movies"": [""Hera Pheri"", ""Golmaal"", ""Bodyguard"", ""Dhoom""]
}
"
111,"{
  ""conversation"": [
    {
      ""user"": ""Namaskar!"",
      ""agent"": ""Namaskar! Main aapki kaise madad kar sakta hoon? Aapka naam bataayein.""
    },
    {
      ""user"": ""Mera naam Seema hai."",
      ""agent"": ""Seema ji, aapse milkar khushi hui. Kya aap science fiction filmon mein ruchi rakhti hain?""
    },
    {
      ""user"": ""Haan, mujhe science fiction pasand hai."",
      ""agent"": ""Toh 'Gagan Gatha' aapke liye ek behtareen vikalp ho sakta hai. Ismein Ranveer Singh aur Alia Bhatt ne pramukh bhumikaayen nibhayi hain.""
    },
    {
      ""user"": ""Is film mein kya advitiya hai?"",
      ""agent"": ""'Gagan Gatha' mein unnath vishesh prabhav, rochak kahani aur bhavishya ki duniya ka adbhut chitran hai jo aapko mantramugdh kar dega.""
    },
    {
      ""user"": ""Bahut accha, main ise dekhna chahti hoon."",
      ""agent"": ""Aasha hai aapko film pasand aayegi, Seema ji. Anand lein!""
    }
  ],
  ""movies"": [""Gagan Gatha"", ""Stree"", ""Brahmand"", ""Aakash""]
}
"
112,"{
  ""conversation"": [
    {
      ""user"": ""Salaam!"",
      ""agent"": ""Salaam! Aap kaise hain? Mujhe aapka naam bataayein.""
    },
    {
      ""user"": ""Mera naam Amit hai."",
      ""agent"": ""Amit ji, aapse milkar khushi hui. Kya aap documentary filmein dekhna pasand karte hain?""
    },
    {
      ""user"": ""Haan, mujhe gyanvardhak filmein pasand hain."",
      ""agent"": ""Toh 'Prithvi: Ek Adbhut Yatra' aapke liye ek utkrist vikalp ho sakta hai. Yeh film prakritik duniya ki sundarta aur vividhta ko dikhati hai.""
    },
    {
      ""user"": ""Is film mein kya dekhne ko milega?"",
      ""agent"": ""'Prithvi: Ek Adbhut Yatra' mein khoobsurat drishyon, vaigyanik tathyon aur prernadayak kahaniyon ka mishran hai jo aapko prakriti ke prati jagrook karega.""
    },
    {
      ""user"": ""Dhanyavaad, main ise dekhoonga."",
      ""agent"": ""Aapka swagat hai, Amit ji. Film ka anand lein!""
    }
  ],
  ""movies"": [""Prithvi: Ek Adbhut Yatra"", ""Satyamev Jayate"", ""Jeevan Ke Rang"", ""Samudra Ki Gehrai""]
}
"
113,"{
  ""conversation"": [
    {
      ""user"": ""Namaste!"",
      ""agent"": ""Namaste! Main aapki kaise madad kar sakta hoon? Aapka naam kya hai?""
    },
    {
      ""user"": ""Mera naam Sohail hai."",
      ""agent"": ""Sohail ji, aapse milkar khushi hui. Aap kis prakar ki filmein dekhna pasand karte hain?""
    },
    {
      ""user"": ""Maine haal hi mein 'Dunki Dunki' aur 'Baaghi' dekhi hain. Mujhe dono pasand aayi.""
    },
    {
      ""agent"": ""Agar aapko 'Dunki Dunki' aur 'Baaghi' pasand aayi hain, toh shayad 'Bodyguard' aapke liye ek accha vikalp ho sakta hai. Ismein Salman Khan ki dhamakedaar action aur romance hai.""
    },
    {
      ""user"": ""Bodyguard acchi lag rahi hai, dhanyavaad!"",
      ""agent"": ""Aapka swagat hai, Sohail ji. Film ka anand lein!""
    }
  ],
  ""movies"": [""Dunki Dunki"", ""Baaghi"", ""Bodyguard"", ""Sultan""]
}
"
114,"{
  ""conversation"": [
    {
      ""user"": ""Hi!"",
      ""agent"": ""Hi! Kaise ho? Mujhe aapka naam bataayein.""
    },
    {
      ""user"": ""Mera naam Seema hai."",
      ""agent"": ""Seema ji, milkar accha laga. Aap kaunsi filmein dekhna pasand karti hain?""
    },
    {
      ""user"": ""Mujhe romantic aur dil choo lene wali filmein pasand hain."",
      ""agent"": ""Phir 'Jab Harry Met Sejal' ek behtareen vikalp ho sakta hai. Yeh ek sundar prem kahani hai jismein Katrina Kaif aur Shahid Kapoor ne shandaar abhinay kiya hai.""
    },
    {
      ""user"": ""Dhanyavaad, main ise zaroor dekhungi!"",
      ""agent"": ""Aapka swagat hai, Seema ji. Film ka anand lein!""
    }
  ],
  ""movies"": [""Jab Harry Met Sejal"", ""Kuch Kuch Hota Hai"", ""Dilwale"", ""Tum Hi Ho""]
}
"
115,"{
  ""conversation"": [
    {
      ""user"": ""Salaam!"",
      ""agent"": ""Salaam! Aap kaise hain? Mujhe aapka naam bataayein.""
    },
    {
      ""user"": ""Mera naam Amit hai."",
      ""agent"": ""Amit ji, aapse milkar khushi hui. Aap kaunsi filmein dekhna pasand karte hain?""
    },
    {
      ""user"": ""Maine 'Gully Boy' aur 'Salaam Bombay' dekhi hain. Mujhe in dono ne bahut prabhavit kiya.""
    },
    {
      ""agent"": ""Agar aapko 'Gully Boy' aur 'Salaam Bombay' pasand aayi hain, toh 'Taare Zameen Par' aapke liye upyukt ho sakta hai. Yeh ek sanvedansheel aur prernadayak kahani hai.""
    },
    {
      ""user"": ""Bahut badhiya sujhav hai, dhanyavaad!"",
      ""agent"": ""Aapka swagat hai, Amit ji. Film ka anand lein!""
    }
  ],
  ""movies"": [""Gully Boy"", ""Salaam Bombay"", ""Taare Zameen Par"", ""Dangal""]
}
"
116,"{
  ""conversation"": [
    {
      ""user"": ""Namaste!"",
      ""agent"": ""Namaste! Main aapki kaise sahayata kar sakta hoon? Aapka naam kya hai?""
    },
    {
      ""user"": ""Mera naam Anjali hai."",
      ""agent"": ""Anjali ji, aapse milkar khushi hui. Aap kis prakar ki filmein dekhna pasand karti hain?""
    },
    {
      ""user"": ""Mujhe action aur thriller filmein pasand hain."",
      ""agent"": ""Toh 'Singham' aapke liye ek shandaar vikalp ho sakta hai. Ismein Sikandar aur Tiger Shroff ne behtareen abhinay kiya hai.""
    },
    {
      ""user"": ""Kya ismein khaas action scene hain?"",
      ""agent"": ""Bilkul, 'Singham' mein uchit gunvatta wale action sequences aur tez kahani hai jo aapko bandhe rakhegi.""
    },
    {
      ""user"": ""Bahut accha, main ise dekhungi."",
      ""agent"": ""Aasha hai aapko film pasand aayegi, Anjali ji. Anand lein!""
    }
  ],
  ""movies"": [""Singham"", ""Baaghi"", ""Dhoni: The Untold Story"", ""Dabangg""]
}"
117,"{
  ""conversation"": [
    {
      ""user"": ""Hi!"",
      ""agent"": ""Hi! Kaise ho? Mujhe aapka naam bataayein.""
    },
    {
      ""user"": ""Mera naam Karan hai."",
      ""agent"": ""Karan ji, milkar accha laga. Aap kaunsi filmein dekhna pasand karte hain?""
    },
    {
      ""user"": ""Maine 'Hera Pheri' aur 'Golmaal' dekhi hain. Mujhe dono ne khoob hasaya.""
    },
    {
      ""agent"": ""Agar aapko 'Hera Pheri' aur 'Golmaal' pasand aayi hain, toh 'Bhool Bhulaiyaa' aapke liye ek mazedaar vikalp ho sakta hai. Yeh comedy-thriller mishrit shaili mein bani hai.""
    },
    {
      ""user"": ""Woh bhi dekhunga, dhanyavaad!"",
      ""agent"": ""Aapka swagat hai, Karan ji. Film ka anand lein!""
    }
  ],
  ""movies"": [""Hera Pheri"", ""Golmaal"", ""Bhool Bhulaiyaa"", ""Dhoom""]
}
"
118,"{
  ""conversation"": [
    {
      ""user"": ""Hello!"",
      ""agent"": ""Hello! Kaise hain aap? Aapka naam kya hai?""
    },
    {
      ""user"": ""Mera naam Vikram hai."",
      ""agent"": ""Vikram ji, aapse milkar khushi hui. Aapko kis type ki filmein dekhna pasand hai?""
    },
    {
      ""user"": ""Mujhe action aur comedy films pasand hain."",
      ""agent"": ""'Dhamaal' aur 'Dishoom' dono aapke liye behtareen choices hain. Kya aapko zyada comedy chahiye ya action?""
    },
    {
      ""user"": ""Mujhe dono chahiye!"",
      ""agent"": ""'Dhamaal' ek hilarious comedy hai, jabki 'Dishoom' action aur adventure ka zabardast mix hai, jisme aapko thrilling moments milenge.""
    },
    {
      ""user"": ""Yeh dono movies kis baare mein hain?"",
      ""agent"": ""'Dhamaal' chaar dost hain jo paisa jeetne ke liye ghumte hain, jabki 'Dishoom' do policemen ki kahani hai jo ek chori ki talash mein hain.""
    },
    {
      ""user"": ""Sounds great! Kya aap aur suggestions de sakte hain?"",
      ""agent"": ""Bilkul! 'A Flying Jatt' bhi ek mazedaar film hai jisme Tiger Shroff superhero ban kar adventure karta hai. Aur 'Dharam Veer' classic action-comedy hai jisme dosti aur heroism dikhaya gaya hai.""
    },
    {
      ""user"": ""In sab movies mein se main kaun si pehle dekhun?"",
      ""agent"": ""Mujhe lagta hai aap 'Dhamaal' se shuru kar sakte hain, kyunki yeh aapko hansne aur maze karne ka mauka degi. Phir aap 'Dishoom' aur 'A Flying Jatt' dekh sakte hain!""
    },
    {
      ""user"": ""Perfect! I'll start with Dhamaal."",
      ""agent"": ""Aapko yeh film zaroor pasand aayegi, Vikram ji. Enjoy the laughter and the action-packed adventures!""
    }
  ],
  ""movies"": [""A Flying Jatt"", ""Dhamaal"", ""Dishoom"", ""Dharam Veer""]
}
"
119,"{
  ""conversation"": [
    {
      ""user"": ""Hello!"",
      ""agent"": ""Hello! Kaise hain aap? Aapka naam kya hai?""
    },
    {
      ""user"": ""Mera naam Riya hai."",
      ""agent"": ""Riya ji, aapse milkar khushi hui. Aapko kis type ki filmein dekhna pasand hai?""
    },
    {
      ""user"": ""Mujhe action aur drama films pasand hain."",
      ""agent"": ""'Chennai Express', 'Student of the Year 2', aur 'Main Hoon Na' aapke liye behtareen choices hain!""
    },
    {
      ""user"": ""Yeh films kis baare mein hain?"",
      ""agent"": ""'Chennai Express' ek action-comedy hai jisme Shah Rukh Khan aur Deepika Padukone ki kahani hai. 'Student of the Year 2' ek college drama hai jo dosti aur competition par adharit hai. Aur 'Main Hoon Na' ek action-drama hai jisme ek soldier apne mission ko pura karta hai.""
    },
    {
      ""user"": ""Sab sunke acha laga! Kaunsi dekhun pehle?"",
      ""agent"": ""'Chennai Express' se shuru karna zaroori hai, kyunki isme action aur comedy ka perfect blend hai. Phir aap 'Main Hoon Na' aur 'Student of the Year 2' dekh sakte hain!""
    },
    {
      ""user"": ""Great! I'll start with Chennai Express."",
      ""agent"": ""Aapko yeh film zaroor pasand aayegi, Riya ji. Enjoy the fun and action!""
    }
  ],
  ""movies"": [""Chennai Express"", ""Student of the Year 2"", ""Main Hoon Na""]
}
"
120,"{
  ""conversation"": [
    {
      ""user"": ""Hello!"",
      ""agent"": ""Hello! Kaise hain aap? Aapka naam kya hai?""
    },
    {
      ""user"": ""Mera naam Rahul hai."",
      ""agent"": ""Rahul ji, aapse milkar khushi hui. Aapko kis type ki filmein dekhna pasand hai?""
    },
    {
      ""user"": ""Mujhe action aur drama films pasand hain."",
      ""agent"": ""'Bodyguard' aur 'Housefull 4' aapke liye zabardast choices hain!""
    },
    {
      ""user"": ""Yeh films kis baare mein hain?"",
      ""agent"": ""'Bodyguard' ek action-drama hai jisme Salman Khan apne duty ko pura karta hai aur pyaar bhi karta hai. 'Housefull 4' ek comedy-drama hai jisme dosti aur pyaar ka zabardast milan dikhaya gaya hai, lekin saath mein action bhi hai.""
    },
    {
      ""user"": ""Kya yeh films entertaining hain?"",
      ""agent"": ""Bilkul! 'Bodyguard' mein action aur romance ka acha mix hai, aur 'Housefull 4' aapko hansne par majboor karegi. Dono films dekhne layak hain!""
    },
    {
      ""user"": ""Sounds fun! Kaunsi pehle dekhun?"",
      ""agent"": ""'Bodyguard' se shuru karna accha rahega, phir aap 'Housefull 4' dekh sakte hain!""
    },
    {
      ""user"": ""Perfect! I'll start with Bodyguard."",
      ""agent"": ""Aapko yeh film zaroor pasand aayegi, Rahul ji. Enjoy the action and comedy!""
    }
  ],
  ""movies"": [""Bodyguard"", ""Housefull 4""]
}
"
